# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec  4 21:31:33 2019
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_orbpererr1: Orbital Period Upper Unc. [days]
# COLUMN fpl_orbpererr2: Orbital Period Lower Unc. [days]
# COLUMN fpl_orbperlim:  Orbital Period [days] Limit Flag
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_smaxerr1:   Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN fpl_smaxerr2:   Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN fpl_smaxlim:    Orbit Semi-Major Axis [AU] Limit Flag
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_eccenerr1:  Eccentricity Upper Unc.
# COLUMN fpl_eccenerr2:  Eccentricity Lower Unc.
# COLUMN fpl_eccenlim:   Eccentricity Limit Flag
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmasseerr1: Planet Mass or M*sin(i) Upper Unc. [Earth mass]
# COLUMN fpl_bmasseerr2: Planet Mass or M*sin(i) Lower Unc. [Earth mass]
# COLUMN fpl_bmasselim:  Planet Mass or M*sin(i) [Earth mass] Limit Flag
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_radeerr1:   Planet Radius Upper Unc. [Earth radii]
# COLUMN fpl_radeerr2:   Planet Radius Lower Unc. [Earth radii]
# COLUMN fpl_radelim:    Planet Radius [Earth radii] Limit Flag
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_denserr1:   Planet Density Upper Unc. [g/cm**3]
# COLUMN fpl_denserr2:   Planet Density Lower Unc. [g/cm**3]
# COLUMN fpl_denslim:    Planet Density [g/cm**3] Limit Flag
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_eqterr1:    Equilibrium Temperature Upper Unc. [K]
# COLUMN fpl_eqterr2:    Equilibrium Temperature Lower Unc. [K]
# COLUMN fpl_eqtlim:     Equilibrium Temperature [K] Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_disterr1:   Distance Upper Unc. [pc]
# COLUMN fst_disterr2:   Distance Lower Unc. [pc]
# COLUMN fst_distlim:    Distance [pc] Limit Flag
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagerr:  Optical Magnitude Unc. [mag]
# COLUMN fst_optmaglim:  Optical Magnitude [mag] Limit Flag
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagerr:  Near-IR Magnitude Unc. [mag]
# COLUMN fst_nirmaglim:  Near-IR Magnitude [mag] Limit Flag
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_tefferr1:   Effective Temperature Upper Unc. [K]
# COLUMN fst_tefferr2:   Effective Temperature Lower Unc. [K]
# COLUMN fst_tefflim:    Effective Temperature [K] Limit Flag
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_loggerr1:   Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN fst_loggerr2:   Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN fst_logglim:    Stellar Surface Gravity [log10(cm/s**2)] Limit Flag
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_lumerr1:    Stellar Luminosity Upper Unc. [log10(Solar luminosity)]
# COLUMN fst_lumerr2:    Stellar Luminosity Lower Unc. [log10(Solar luminosity)]
# COLUMN fst_lumlim:     Stellar Luminosity [log10(Solar luminosity)] Limit Flag
# COLUMN fst_lumreflink: Stellar Luminosity Reference
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_masserr1:   Stellar Mass Upper Unc. [Solar mass]
# COLUMN fst_masserr2:   Stellar Mass Lower Unc. [Solar mass]
# COLUMN fst_masslim:    Stellar Mass [Solar mass] Limit Flag
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_raderr1:    Stellar Radius Upper Unc. [Solar radii]
# COLUMN fst_raderr2:    Stellar Radius Lower Unc. [Solar radii]
# COLUMN fst_radlim:     Stellar Radius [Solar radii] Limit Flag
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_meterr1:    Stellar Metallicity Upper Unc. [dex]
# COLUMN fst_meterr2:    Stellar Metallicity Lower Unc. [dex]
# COLUMN fst_metlim:     Stellar Metallicity [dex] Limit Flag
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
# COLUMN fst_ageerr1:    Stellar Age Upper Unc. [Gyr]
# COLUMN fst_ageerr2:    Stellar Age Lower Unc. [Gyr]
# COLUMN fst_agelim:     Stellar Age [Gyr] Limit Flag
#
fpl_hostname,fpl_name,fpl_discmethod,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_lumreflink,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
47 UMa,47 UMa b,Radial Velocity,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,0.032000,0.014000,-0.014000,0,804.08000,22.25000,-19.07000,0,Msini,13.200,,,0,1.92000,,,0,,,,,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,0.03,-0.03,0,5.050,,0,V (Johnson),3.750,0.340,0,Ks (2MASS),G0 V,5892.00,70.00,-70.00,0,4.27,0.10,-0.10,0,0.216,0.002,-0.002,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.05,-0.05,0,1.23,,,0,0.000,0.070,-0.070,0,[Fe/H],7.300,1.900,-1.900,0
47 UMa,47 UMa c,Radial Velocity,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,0.098000,0.047000,-0.096000,0,171.62100,20.97600,-23.20100,0,Msini,14.200,,,0,0.32900,,,0,,,,,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,0.03,-0.03,0,5.050,,0,V (Johnson),3.750,0.340,0,Ks (2MASS),G0 V,5892.00,70.00,-70.00,0,4.27,0.10,-0.10,0,0.216,0.002,-0.002,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.05,-0.05,0,1.23,,,0,0.000,0.070,-0.070,0,[Fe/H],7.300,1.900,-1.900,0
47 UMa,47 UMa d,Radial Velocity,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,0.160000,0.090000,-0.160000,0,521.22000,92.17000,-152.55000,0,Msini,13.500,,,0,1.16000,,,0,,,,,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,0.03,-0.03,0,5.050,,0,V (Johnson),3.750,0.340,0,Ks (2MASS),G0 V,5892.00,70.00,-70.00,0,4.27,0.10,-0.10,0,0.216,0.002,-0.002,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.05,-0.05,0,1.23,,,0,0.000,0.070,-0.070,0,[Fe/H],7.300,1.900,-1.900,0
51 Eri,51 Eri b,Imaging,11688.00000000,6209.25000000,-3287.25000000,0,12.000000,4.000000,-2.000000,0,0.450000,0.100000,-0.150000,0,635.66000,,,0,Mass,13.400,,,0,1.45000,,,0,700,,,0,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.40,0.30,-0.30,0,5.230,,0,V (Johnson),4.537,0.024,0,Ks (2MASS),F0 IV,7190.10,183.40,-159.10,0,,,,,0.850,0.060,-0.060,0,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,1.75,0.05,-0.05,0,1.56,0.07,-0.08,0,-0.027,0.045,-0.045,0,[M/H],0.020,0.006,-0.006,0
51 Peg,51 Peg b,Radial Velocity,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,0.013000,0.012000,-0.012000,0,146.20180,19.06980,-3.17830,0,Mass,14.300,,,0,0.27500,,,0,,,,,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.47,0.03,-0.03,0,5.500,,0,V (Johnson),3.911,0.021,0,Ks (2MASS),G2.5 IV,5793.00,70.00,-70.00,0,4.33,0.10,-0.10,0,0.147,0.001,-0.001,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.12,0.06,-0.06,0,1.20,,,0,0.200,0.070,-0.070,0,[Fe/H],4.000,2.500,-2.500,0
55 Cnc,55 Cnc b,Radial Velocity,14.65152000,0.00015000,-0.00015000,0,0.115227,0.000001,-0.000001,0,0.003400,0.003200,-0.003200,0,263.97850,1.04880,-1.04880,0,Mass,13.900,,,0,0.54000,,,0,700,,,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,5.960,0.010,0,V (Johnson),4.015,0.036,0,Ks (2MASS),G8 V,5196.00,24.00,-24.00,0,4.45,0.01,-0.01,0,-0.235,0.010,-0.011,0,<a refstr=VON_BRAUN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740...49V/abstract target=ref> von Braun et al. 2011 </a>,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0.310,0.040,-0.040,0,[Fe/H],10.200,2.500,-2.500,0
55 Cnc,55 Cnc c,Radial Velocity,44.41750000,0.00730000,-0.00730000,0,0.241376,0.000026,-0.000026,0,0.020000,0.031000,-0.031000,0,54.47380,1.74800,-1.74800,0,Mass,8.510,,,0,0.48600,,,0,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,5.960,0.010,0,V (Johnson),4.015,0.036,0,Ks (2MASS),G8 V,5196.00,24.00,-24.00,0,4.45,0.01,-0.01,0,-0.235,0.010,-0.011,0,<a refstr=VON_BRAUN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740...49V/abstract target=ref> von Braun et al. 2011 </a>,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0.310,0.040,-0.040,0,[Fe/H],10.200,2.500,-2.500,0
55 Cnc,55 Cnc d,Radial Velocity,4825.00000000,39.00000000,-39.00000000,0,5.503000,0.030000,-0.030000,0,0.019000,0.013000,-0.013000,0,1232.49300,21.61200,-21.61200,0,Mass,13.000,,,0,3.08000,,,0,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,5.960,0.010,0,V (Johnson),4.015,0.036,0,Ks (2MASS),G8 V,5196.00,24.00,-24.00,0,4.45,0.01,-0.01,0,-0.235,0.010,-0.011,0,<a refstr=VON_BRAUN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740...49V/abstract target=ref> von Braun et al. 2011 </a>,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0.310,0.040,-0.040,0,[Fe/H],10.200,2.500,-2.500,0
55 Cnc,55 Cnc e,Radial Velocity,0.73653900,0.00000700,-0.00000700,0,0.015440,0.000090,-0.000090,0,0.028000,0.022000,-0.019000,0,8.08000,0.31000,-0.31000,0,Mass,1.910,0.080,-0.080,0,6.40000,0.80000,-0.70000,0,1958,15,-15,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,5.960,0.010,0,V (Johnson),4.015,0.036,0,Ks (2MASS),G8 V,5196.00,24.00,-24.00,0,4.45,0.01,-0.01,0,-0.235,0.010,-0.011,0,<a refstr=VON_BRAUN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740...49V/abstract target=ref> von Braun et al. 2011 </a>,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0.310,0.040,-0.040,0,[Fe/H],10.200,2.500,-2.500,0
55 Cnc,55 Cnc f,Radial Velocity,262.00000000,0.51000000,-0.51000000,0,0.788000,0.001000,-0.001000,0,0.305000,0.075000,-0.075000,0,44.81200,3.81400,-3.81400,0,Mass,7.590,,,0,0.56300,,,0,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,5.960,0.010,0,V (Johnson),4.015,0.036,0,Ks (2MASS),G8 V,5196.00,24.00,-24.00,0,4.45,0.01,-0.01,0,-0.235,0.010,-0.011,0,<a refstr=VON_BRAUN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740...49V/abstract target=ref> von Braun et al. 2011 </a>,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,0.310,0.040,-0.040,0,[Fe/H],10.200,2.500,-2.500,0
6 Lyn,6 Lyn b,Radial Velocity,934.30000000,8.60000000,-8.60000000,0,2.110000,0.110000,-0.110000,0,0.073000,0.036000,-0.036000,0,638.83830,24.47291,-24.47291,0,Msini,13.400,,,0,1.46000,,,0,,,,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,54.74,0.27,-0.27,0,5.860,,0,V (Johnson),3.701,0.300,0,Ks (2MASS),K0 III-IV,4938.00,,,0,3.19,,,0,1.156,0.003,-0.003,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.44,,,0,5.20,,,0,-0.100,0.020,-0.020,0,[Fe/H],2.353,0.211,-0.211,0
61 Vir,61 Vir b,Radial Velocity,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,0.120000,0.110000,-0.110000,0,5.10000,0.50000,-0.50000,0,Msini,2.110,,,0,2.98000,,,0,,,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),2.956,0.236,0,Ks (2MASS),G5 V,5577.00,33.00,-33.00,0,4.34,0.03,-0.03,0,-0.095,0.003,-0.003,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,-0.010,,,0,[Fe/H],8.960,2.760,-3.080,0
61 Vir,61 Vir c,Radial Velocity,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.140000,0.060000,-0.060000,0,18.20000,1.10000,-1.10000,0,Msini,4.460,,,0,1.13000,,,0,,,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),2.956,0.236,0,Ks (2MASS),G5 V,5577.00,33.00,-33.00,0,4.34,0.03,-0.03,0,-0.095,0.003,-0.003,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,-0.010,,,0,[Fe/H],8.960,2.760,-3.080,0
61 Vir,61 Vir d,Radial Velocity,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.350000,0.090000,-0.090000,0,22.90000,2.60000,-2.60000,0,Msini,5.110,,,0,0.94300,,,0,,,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),2.956,0.236,0,Ks (2MASS),G5 V,5577.00,33.00,-33.00,0,4.34,0.03,-0.03,0,-0.095,0.003,-0.003,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,-0.010,,,0,[Fe/H],8.960,2.760,-3.080,0
7 CMa,7 CMa b,Radial Velocity,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,0.060000,0.030000,-0.030000,0,587.98550,19.06980,-19.06980,0,Msin(i)/sin(i),13.400,,,0,1.34000,,,0,,,,0,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,3.920,,0,V (Johnson),1.564,0.252,0,Ks (2MASS),K1 III,4826.00,45.00,-55.00,0,3.19,0.06,-0.07,0,1.063,0.012,-0.008,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191005853L/abstract target=ref>Luque et al. 2019</a>,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,0.210,0.100,-0.100,0,[Fe/H],4.300,0.900,-1.300,0
7 CMa,7 CMa c,Radial Velocity,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,0.080000,0.050000,-0.040000,0,276.51210,19.06980,-19.06980,0,Msin(i)/sin(i),13.900,,,0,0.56600,,,0,,,,0,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,3.920,,0,V (Johnson),1.564,0.252,0,Ks (2MASS),K1 III,4826.00,45.00,-55.00,0,3.19,0.06,-0.07,0,1.063,0.012,-0.008,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191005853L/abstract target=ref>Luque et al. 2019</a>,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,0.210,0.100,-0.100,0,[Fe/H],4.300,0.900,-1.300,0
70 Vir,70 Vir b,Radial Velocity,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,0.398800,0.001900,-0.001900,0,2380.45000,193.87000,-193.87000,0,Mass,12.600,,,0,6.54000,,,0,,,,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,0.06,-0.06,0,4.970,,0,V (Johnson),3.500,0.294,0,Ks (2MASS),G4 V,5495.00,,,0,3.95,,,0,0.487,0.002,-0.002,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.09,,,0,1.89,,,0,-0.110,0.010,-0.010,0,[Fe/H],7.920,0.280,-0.160,0
75 Cet,75 Cet b,Radial Velocity,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,0.117000,0.048000,-0.048000,0,953.49000,,,0,Msini,13.100,,,0,2.33000,,,0,,,,,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,0.72,-0.72,0,5.350,,0,V (Johnson),3.207,0.272,0,Ks (2MASS),G3 III,4846.00,18.00,-18.00,0,2.63,0.05,-0.05,0,1.730,,,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2.49,0.02,-0.27,0,10.50,1.00,-1.00,0,0.000,0.040,-0.040,0,[Fe/H],,,,
8 UMi,8 UMi b,Radial Velocity,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,0.060000,0.090000,-0.090000,0,416.35730,50.85280,-50.85280,0,Msini,13.600,,,0,0.91000,,,0,,,,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0,6.830,,0,V (Johnson),4.515,0.020,0,Ks (2MASS),K0,4847.00,7.00,-7.00,0,2.57,0.03,-0.03,0,1.725,0.003,-0.003,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.44,0.19,-0.19,0,10.30,0.57,-0.57,0,-0.030,,,0,[Fe/H],1.700,0.200,-0.200,0
81 Cet,81 Cet b,Radial Velocity,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,0.206000,0.029000,-0.029000,0,1684.40000,,,0,Msini,12.800,,,0,4.41000,,,0,,,,,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0,5.650,,0,V (Johnson),3.266,0.258,0,Ks (2MASS),G5 III,4785.00,25.00,-25.00,0,2.35,0.08,-0.08,0,1.778,,,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,2.40,0.10,-0.40,0,11.00,2.00,-1.00,0,-0.060,0.030,-0.030,0,[Fe/H],,,,
91 Aqr,91 Aqr b,Radial Velocity,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,0.027000,0.026000,-0.026000,0,1017.00000,,,0,Msini,13.100,,,0,2.49000,,,0,,,,,23h15m53.50s,348.972900,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0,4.250,,0,V (Johnson),1.597,0.236,0,Ks (2MASS),K0 III,4665.00,18.00,-18.00,0,2.52,0.05,-0.05,0,1.692,0.006,-0.006,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.40,0.10,-0.10,0,11.00,0.10,-0.10,0,-0.030,0.100,-0.100,0,[Fe/H],3.560,0.630,-0.630,0
AB Pic,AB Pic b,Imaging,,,,,260.000000,,,0,,,,,4290.50000,158.90000,-158.90000,0,Mass,12.300,,,0,12.70000,,,0,,,,,06h19m12.91s,94.803802,-58d03m15.5s,-58.054310,50.12,0.07,-0.07,0,9.128,0.019,0,V (Johnson),6.981,0.024,0,Ks (2MASS),K2 V,5378.00,55.00,-55.00,0,4.44,0.21,-0.21,0,-0.226,0.001,-0.001,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.90,0.10,-0.10,0,1.00,0.03,-0.02,0,-0.050,0.040,-0.040,0,[Fe/H],0.030,,,0
BD+03 2562,BD+03 2562 b,Radial Velocity,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,0.200000,0.120000,-0.080000,0,2034.11200,413.17900,-413.17900,0,Msini,12.700,,,0,5.46000,,,0,,,,,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.00,564.00,-564.00,0,9.580,0.010,0,V (Johnson),6.021,0.015,0,Ks (2MASS),,4095.00,20.00,-20.00,0,1.89,0.10,-0.10,0,2.700,0.140,-0.140,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,-0.710,0.090,-0.090,0,[Fe/H],5.200,4.750,-2.750,0
BD+14 4559,BD+14 4559 b,Radial Velocity,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,0.290000,0.030000,-0.030000,0,330.54320,149.38010,-149.38010,0,Msini,13.800,,,0,0.69100,,,0,,,,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0,9.630,0.012,0,V (Johnson),7.336,0.022,0,Ks (2MASS),K2 V,4864.00,101.00,-101.00,0,4.26,0.29,-0.29,0,-0.424,0.001,-0.001,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,0.170,,,0,[Fe/H],,,,0
BD+15 2375,BD+15 2375 b,Radial Velocity,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,0.001000,0.250000,-0.001000,0,337.21763,85.81410,-85.81410,0,Msini,13.800,,,0,0.70500,,,0,,,,,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.00,165.00,-165.00,0,10.310,0.023,0,V (Johnson),7.718,0.009,0,Ks (2MASS),G5,4649.00,30.00,-30.00,0,2.61,0.12,-0.12,0,1.570,0.100,-0.100,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,-0.220,0.080,-0.080,0,[Fe/H],7.410,3.810,-2.520,0
BD+15 2940,BD+15 2940 b,Radial Velocity,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,352.78000,,,0,Msini,13.700,,,0,0.75400,,,0,,,,,16h00m22.94s,240.095566,+15d32m48.9s,15.546930,431.61,6.55,-6.55,0,9.046,0.021,0,V (Johnson),6.525,0.016,0,Ks (2MASS),K0,4796.00,117.00,-117.00,0,2.80,0.45,-0.45,0,2.010,0.750,-0.750,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,1.10,0.20,-0.20,0,14.70,2.80,-2.80,0,0.280,0.070,-0.070,0,[Fe/H],7.100,4.200,-4.200,0
BD+20 2457,BD+20 2457 b,Radial Velocity,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,0.150000,0.030000,-0.030000,0,17668.16970,24965.54650,-24965.54650,0,Msini,11.600,,,0,62.20000,,,0,,,,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,9.750,,0,V (Johnson),6.420,0.021,0,Ks (2MASS),K2 II,4259.00,64.00,-64.00,0,1.77,0.19,-0.19,0,2.768,0.067,-0.079,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,-0.790,,,0,[Fe/H],,,,0
